ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190416,6003,Alpine County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6003,Alpine County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6003,Alpine County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6003,Alpine County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6003,Alpine County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6003,Alpine County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6003,Alpine County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6003,Alpine County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6003,Alpine County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6003,Alpine County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6003,Alpine County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6003,Alpine County,CA,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6003,Alpine County,CA,98.61,1.39,0,0,0,0,2019-01-22,2019-01-28,1
20190115,6003,Alpine County,CA,98.61,1.39,0,0,0,0,2019-01-15,2019-01-21,1
20190108,6003,Alpine County,CA,98.61,1.39,0,0,0,0,2019-01-08,2019-01-14,1
20190101,6003,Alpine County,CA,98.61,1.39,0,0,0,0,2019-01-01,2019-01-07,1
20190430,6005,Amador County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6005,Amador County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6005,Amador County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6005,Amador County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6005,Amador County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6005,Amador County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6005,Amador County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6005,Amador County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6005,Amador County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6005,Amador County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6005,Amador County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6005,Amador County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6005,Amador County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6005,Amador County,CA,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6005,Amador County,CA,33.88,66.12,0,0,0,0,2019-01-22,2019-01-28,1
20190115,6005,Amador County,CA,33.88,66.12,0,0,0,0,2019-01-15,2019-01-21,1
20190108,6005,Amador County,CA,33.88,66.12,0,0,0,0,2019-01-08,2019-01-14,1
20190101,6005,Amador County,CA,33.88,66.12,0,0,0,0,2019-01-01,2019-01-07,1
20190430,6007,Butte County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6007,Butte County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6007,Butte County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6007,Butte County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6007,Butte County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6007,Butte County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6007,Butte County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6007,Butte County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6007,Butte County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6007,Butte County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6007,Butte County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6007,Butte County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6007,Butte County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6007,Butte County,CA,0,100,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6007,Butte County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6007,Butte County,CA,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,6007,Butte County,CA,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,6007,Butte County,CA,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,6009,Calaveras County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6009,Calaveras County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6009,Calaveras County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6009,Calaveras County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6009,Calaveras County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6009,Calaveras County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6009,Calaveras County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6009,Calaveras County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6009,Calaveras County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6009,Calaveras County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6009,Calaveras County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6009,Calaveras County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6009,Calaveras County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6009,Calaveras County,CA,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6009,Calaveras County,CA,42.29,57.71,0,0,0,0,2019-01-22,2019-01-28,1
20190115,6009,Calaveras County,CA,42.29,57.71,0,0,0,0,2019-01-15,2019-01-21,1
20190108,6009,Calaveras County,CA,42.29,57.71,0,0,0,0,2019-01-08,2019-01-14,1
20190101,6009,Calaveras County,CA,42.29,57.71,0,0,0,0,2019-01-01,2019-01-07,1
20190430,6011,Colusa County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6011,Colusa County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6011,Colusa County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6011,Colusa County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6011,Colusa County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6011,Colusa County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6011,Colusa County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6011,Colusa County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6011,Colusa County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6011,Colusa County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6011,Colusa County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6011,Colusa County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6011,Colusa County,CA,99.96,0.04,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6011,Colusa County,CA,67.68,32.32,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6011,Colusa County,CA,0,100,37.26,0,0,0,2019-01-22,2019-01-28,1
20190115,6011,Colusa County,CA,0,100,37.26,0,0,0,2019-01-15,2019-01-21,1
20190108,6011,Colusa County,CA,0,100,37.26,0,0,0,2019-01-08,2019-01-14,1
20190101,6011,Colusa County,CA,0,100,37.26,0,0,0,2019-01-01,2019-01-07,1
20190430,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6013,Contra Costa County,CA,95.8,4.2,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6013,Contra Costa County,CA,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6013,Contra Costa County,CA,0,100,0,0,0,0,2019-01-22,2019-01-28,1
20190115,6013,Contra Costa County,CA,0,100,0,0,0,0,2019-01-15,2019-01-21,1
20190108,6013,Contra Costa County,CA,0,100,0,0,0,0,2019-01-08,2019-01-14,1
20190101,6013,Contra Costa County,CA,0,100,0,0,0,0,2019-01-01,2019-01-07,1
20190430,6015,Del Norte County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6015,Del Norte County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6015,Del Norte County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6015,Del Norte County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6015,Del Norte County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6015,Del Norte County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6015,Del Norte County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6015,Del Norte County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6015,Del Norte County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6015,Del Norte County,CA,87.97,12.03,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6015,Del Norte County,CA,0,100,4.77,0,0,0,2019-02-19,2019-02-25,1
20190212,6015,Del Norte County,CA,0,100,100,0,0,0,2019-02-12,2019-02-18,1
20190205,6015,Del Norte County,CA,0,100,100,1.46,0,0,2019-02-05,2019-02-11,1
20190129,6015,Del Norte County,CA,0,100,100,1.46,0,0,2019-01-29,2019-02-04,1
20190122,6015,Del Norte County,CA,0,100,100,1.46,0,0,2019-01-22,2019-01-28,1
20190115,6015,Del Norte County,CA,0,100,100,1.46,0,0,2019-01-15,2019-01-21,1
20190108,6015,Del Norte County,CA,0,100,100,1.46,0,0,2019-01-08,2019-01-14,1
20190101,6015,Del Norte County,CA,0,100,100,1.46,0,0,2019-01-01,2019-01-07,1
20190430,6017,El Dorado County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6017,El Dorado County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6017,El Dorado County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6017,El Dorado County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6017,El Dorado County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6017,El Dorado County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6017,El Dorado County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6017,El Dorado County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6017,El Dorado County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6017,El Dorado County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6017,El Dorado County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6017,El Dorado County,CA,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6017,El Dorado County,CA,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6017,El Dorado County,CA,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6017,El Dorado County,CA,25.96,74.04,0,0,0,0,2019-01-22,2019-01-28,1
20190115,6017,El Dorado County,CA,25.96,74.04,0,0,0,0,2019-01-15,2019-01-21,1
20190108,6017,El Dorado County,CA,25.96,74.04,0,0,0,0,2019-01-08,2019-01-14,1
20190101,6017,El Dorado County,CA,25.96,74.04,0,0,0,0,2019-01-01,2019-01-07,1
20190430,6019,Fresno County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6019,Fresno County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6019,Fresno County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6019,Fresno County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6019,Fresno County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6019,Fresno County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6019,Fresno County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6019,Fresno County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6019,Fresno County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6019,Fresno County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6019,Fresno County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6019,Fresno County,CA,52.76,47.24,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6019,Fresno County,CA,52.76,47.24,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6019,Fresno County,CA,52.76,47.24,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6019,Fresno County,CA,24.79,75.21,47.19,0,0,0,2019-01-22,2019-01-28,1
20190115,6019,Fresno County,CA,24.79,75.21,47.19,0,0,0,2019-01-15,2019-01-21,1
20190108,6019,Fresno County,CA,24.79,75.21,47.19,0,0,0,2019-01-08,2019-01-14,1
20190101,6019,Fresno County,CA,24.79,75.21,47.19,0,0,0,2019-01-01,2019-01-07,1
20190430,6021,Glenn County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6021,Glenn County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6021,Glenn County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6021,Glenn County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6021,Glenn County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6021,Glenn County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6021,Glenn County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6021,Glenn County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6021,Glenn County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6021,Glenn County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6021,Glenn County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6021,Glenn County,CA,95.02,4.98,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6021,Glenn County,CA,95.02,4.98,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6021,Glenn County,CA,38.52,61.48,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6021,Glenn County,CA,0,100,61.44,0,0,0,2019-01-22,2019-01-28,1
20190115,6021,Glenn County,CA,0,100,61.44,0,0,0,2019-01-15,2019-01-21,1
20190108,6021,Glenn County,CA,0,100,61.44,0,0,0,2019-01-08,2019-01-14,1
20190101,6021,Glenn County,CA,0,100,61.44,0,0,0,2019-01-01,2019-01-07,1
20190430,6023,Humboldt County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6023,Humboldt County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6023,Humboldt County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6023,Humboldt County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6023,Humboldt County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6023,Humboldt County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6023,Humboldt County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6023,Humboldt County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6023,Humboldt County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6023,Humboldt County,CA,98.71,1.29,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6023,Humboldt County,CA,33.72,66.28,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6023,Humboldt County,CA,0,100,34.91,0,0,0,2019-02-12,2019-02-18,1
20190205,6023,Humboldt County,CA,0,100,34.91,0,0,0,2019-02-05,2019-02-11,1
20190129,6023,Humboldt County,CA,0,100,34.91,0,0,0,2019-01-29,2019-02-04,1
20190122,6023,Humboldt County,CA,0,100,100,0.02,0,0,2019-01-22,2019-01-28,1
20190115,6023,Humboldt County,CA,0,100,100,0.02,0,0,2019-01-15,2019-01-21,1
20190108,6023,Humboldt County,CA,0,100,100,0.02,0,0,2019-01-08,2019-01-14,1
20190101,6023,Humboldt County,CA,0,100,100,0.02,0,0,2019-01-01,2019-01-07,1
20190430,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6025,Imperial County,CA,34.9,65.1,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6025,Imperial County,CA,1.9,98.1,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6025,Imperial County,CA,1.9,98.1,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6025,Imperial County,CA,1.51,98.49,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6025,Imperial County,CA,0,100,7.46,0,0,0,2019-02-12,2019-02-18,1
20190205,6025,Imperial County,CA,0,100,7.46,0,0,0,2019-02-05,2019-02-11,1
20190129,6025,Imperial County,CA,0,100,84.64,0,0,0,2019-01-29,2019-02-04,1
20190122,6025,Imperial County,CA,0,100,84.37,0,0,0,2019-01-22,2019-01-28,1
20190115,6025,Imperial County,CA,0,100,86.57,0,0,0,2019-01-15,2019-01-21,1
20190108,6025,Imperial County,CA,0,100,86.57,53.12,0,0,2019-01-08,2019-01-14,1
20190101,6025,Imperial County,CA,0,100,86.57,53.12,0,0,2019-01-01,2019-01-07,1
20190430,6027,Inyo County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6027,Inyo County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6027,Inyo County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6027,Inyo County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6027,Inyo County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6027,Inyo County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6027,Inyo County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6027,Inyo County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6027,Inyo County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6027,Inyo County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6027,Inyo County,CA,41.63,58.37,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6027,Inyo County,CA,40.2,59.8,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6027,Inyo County,CA,40.2,59.8,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6027,Inyo County,CA,27.23,72.77,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6027,Inyo County,CA,8.58,91.42,62.03,0,0,0,2019-01-22,2019-01-28,1
20190115,6027,Inyo County,CA,8.58,91.42,72.67,0,0,0,2019-01-15,2019-01-21,1
20190108,6027,Inyo County,CA,8.58,91.42,72.67,0,0,0,2019-01-08,2019-01-14,1
20190101,6027,Inyo County,CA,8.58,91.42,72.67,0,0,0,2019-01-01,2019-01-07,1
20190430,6029,Kern County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6029,Kern County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6029,Kern County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6029,Kern County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6029,Kern County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6029,Kern County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6029,Kern County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6029,Kern County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6029,Kern County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6029,Kern County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6029,Kern County,CA,38.99,61.01,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6029,Kern County,CA,15.61,84.39,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6029,Kern County,CA,15.61,84.39,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6029,Kern County,CA,15.61,84.39,2.37,0,0,0,2019-01-29,2019-02-04,1
20190122,6029,Kern County,CA,0,100,84.21,0,0,0,2019-01-22,2019-01-28,1
20190115,6029,Kern County,CA,0,100,84.21,0,0,0,2019-01-15,2019-01-21,1
20190108,6029,Kern County,CA,0,100,84.21,0,0,0,2019-01-08,2019-01-14,1
20190101,6029,Kern County,CA,0,100,84.21,0,0,0,2019-01-01,2019-01-07,1
20190430,6031,Kings County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6031,Kings County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6031,Kings County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6031,Kings County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6031,Kings County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6031,Kings County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6031,Kings County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6031,Kings County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6031,Kings County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6031,Kings County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6031,Kings County,CA,68.03,31.97,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6031,Kings County,CA,0,100,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6031,Kings County,CA,0,100,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6031,Kings County,CA,0,100,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6031,Kings County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6031,Kings County,CA,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,6031,Kings County,CA,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,6031,Kings County,CA,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,6033,Lake County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6033,Lake County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6033,Lake County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6033,Lake County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6033,Lake County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6033,Lake County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6033,Lake County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6033,Lake County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6033,Lake County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6033,Lake County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6033,Lake County,CA,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6033,Lake County,CA,64.01,35.99,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6033,Lake County,CA,33.62,66.38,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6033,Lake County,CA,0.19,99.81,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6033,Lake County,CA,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,6033,Lake County,CA,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,6033,Lake County,CA,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,6033,Lake County,CA,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,6035,Lassen County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6035,Lassen County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6035,Lassen County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6035,Lassen County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,6035,Lassen County,CA,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,6035,Lassen County,CA,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,6035,Lassen County,CA,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,6035,Lassen County,CA,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,6035,Lassen County,CA,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,6035,Lassen County,CA,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,6035,Lassen County,CA,72.37,27.63,0,0,0,0,2019-02-19,2019-02-25,1
20190212,6035,Lassen County,CA,61.24,38.76,0,0,0,0,2019-02-12,2019-02-18,1
20190205,6035,Lassen County,CA,61.24,38.76,0,0,0,0,2019-02-05,2019-02-11,1
20190129,6035,Lassen County,CA,28.85,71.15,0,0,0,0,2019-01-29,2019-02-04,1
20190122,6035,Lassen County,CA,0,100,82.04,0,0,0,2019-01-22,2019-01-28,1
20190115,6035,Lassen County,CA,0,100,82.04,0,0,0,2019-01-15,2019-01-21,1
20190108,6035,Lassen County,CA,0,100,82.04,0,0,0,2019-01-08,2019-01-14,1
20190101,6035,Lassen County,CA,0,100,82.04,0,0,0,2019-01-01,2019-01-07,1
20190430,6037,Los Angeles County,CA,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,6037,Los Angeles County,CA,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,6037,Los Angeles County,CA,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,6037,Los Angeles County,CA,100,0,0,0,0,0,2019-04-09,2019-04-15,1
