reservoir,storage,capacity,pct_capacity,date
"Henry Hagg Lake",51114,53640,95.3,04/2005,or
"Henry Hagg Lake",53320,53640,99.4,05/2005,or
"Henry Hagg Lake",53146,53640,99.1,06/2005,or
"Henry Hagg Lake",49163,53640,91.7,07/2005,or
"Henry Hagg Lake",38021,53640,70.9,08/2005,or
"Henry Hagg Lake",28605,53640,53.3,09/2005,or
"Henry Hagg Lake",22098,53640,41.2,10/2005,or
"Henry Hagg Lake",24682,53640,46,11/2005,or
"Henry Hagg Lake",33001,53640,61.5,12/2005,or
"Henry Hagg Lake",45631,53640,85.1,01/2006,or
"Henry Hagg Lake",46369,53640,86.4,02/2006,or
"Henry Hagg Lake",49211,53640,91.7,03/2006,or
"Henry Hagg Lake",52411,53640,97.7,04/2006,or
"Henry Hagg Lake",53107,53640,99,05/2006,or
"Henry Hagg Lake",52358,53640,97.6,06/2006,or
"Henry Hagg Lake",44622,53640,83.2,07/2006,or
"Henry Hagg Lake",32253,53640,60.1,08/2006,or
"Henry Hagg Lake",21838,53640,40.7,09/2006,or
"Henry Hagg Lake",15364,53640,28.6,10/2006,or
"Henry Hagg Lake",23663,53640,44.1,11/2006,or
"Henry Hagg Lake",36752,53640,68.5,12/2006,or
"Henry Hagg Lake",37352,53640,69.6,01/2007,or
"Henry Hagg Lake",40387,53640,75.3,02/2007,or
"Henry Hagg Lake",49043,53640,91.4,03/2007,or
"Henry Hagg Lake",52426,53640,97.7,04/2007,or
"Henry Hagg Lake",53227,53640,99.2,05/2007,or
"Henry Hagg Lake",48681,53640,90.8,06/2007,or
"Henry Hagg Lake",40156,53640,74.9,07/2007,or
"Henry Hagg Lake",30275,53640,56.4,08/2007,or
"Henry Hagg Lake",20611,53640,38.4,09/2007,or
"Henry Hagg Lake",15860,53640,29.6,10/2007,or
"Henry Hagg Lake",15012,53640,28,11/2007,or
"Henry Hagg Lake",30843,53640,57.5,12/2007,or
"Henry Hagg Lake",38748,53640,72.2,01/2008,or
"Henry Hagg Lake",39978,53640,74.5,02/2008,or
"Henry Hagg Lake",47773,53640,89.1,03/2008,or
"Henry Hagg Lake",52368,53640,97.6,04/2008,or
"Henry Hagg Lake",53355,53640,99.5,05/2008,or
"Henry Hagg Lake",52931,53640,98.7,06/2008,or
"Henry Hagg Lake",45202,53640,84.3,07/2008,or
"Henry Hagg Lake",34170,53640,63.7,08/2008,or
"Henry Hagg Lake",24658,53640,46,09/2008,or
"Henry Hagg Lake",17749,53640,33.1,10/2008,or
"Henry Hagg Lake",17710,53640,33,11/2008,or
"Henry Hagg Lake",20471,53640,38.2,12/2008,or
"Henry Hagg Lake",37423,53640,69.8,01/2009,or
"Henry Hagg Lake",38983,53640,72.7,02/2009,or
"Henry Hagg Lake",46189,53640,86.1,03/2009,or
"Henry Hagg Lake",52408,53640,97.7,04/2009,or
"Henry Hagg Lake",53305,53640,99.4,05/2009,or
"Henry Hagg Lake",52847,53640,98.5,06/2009,or
"Henry Hagg Lake",46222,53640,86.2,07/2009,or
"Henry Hagg Lake",35155,53640,65.5,08/2009,or
"Henry Hagg Lake",26936,53640,50.2,09/2009,or
"Henry Hagg Lake",21010,53640,39.2,10/2009,or
"Henry Hagg Lake",24605,53640,45.9,11/2009,or
"Henry Hagg Lake",32989,53640,61.5,12/2009,or
"Henry Hagg Lake",39219,53640,73.1,01/2010,or
"Henry Hagg Lake",42730,53640,79.7,02/2010,or
"Henry Hagg Lake",49818,53640,92.9,03/2010,or
"Henry Hagg Lake",52495,53640,97.9,04/2010,or
"Henry Hagg Lake",53353,53640,99.5,05/2010,or
"Henry Hagg Lake",51527,53640,96.1,06/2010,or
"Henry Hagg Lake",48016,53640,89.5,07/2010,or
"Henry Hagg Lake",40313,53640,75.2,08/2010,or
"Henry Hagg Lake",33383,53640,62.2,09/2010,or
"Henry Hagg Lake",29755,53640,55.5,10/2010,or
"Henry Hagg Lake",32233,53640,60.1,11/2010,or
"Henry Hagg Lake",36764,53640,68.5,12/2010,or
"Henry Hagg Lake",37343,53640,69.6,01/2011,or
"Henry Hagg Lake",42036,53640,78.4,02/2011,or
"Henry Hagg Lake",49737,53640,92.7,03/2011,or
"Henry Hagg Lake",52244,53640,97.4,04/2011,or
"Henry Hagg Lake",53333,53640,99.4,05/2011,or
"Henry Hagg Lake",53343,53640,99.4,06/2011,or
"Henry Hagg Lake",51387,53640,95.8,07/2011,or
"Henry Hagg Lake",45396,53640,84.6,08/2011,or
"Henry Hagg Lake",37382,53640,69.7,09/2011,or
"Henry Hagg Lake",32154,53640,59.9,10/2011,or
"Henry Hagg Lake",30568,53640,57,11/2011,or
"Henry Hagg Lake",35096,53640,65.4,12/2011,or
"Henry Hagg Lake",39156,53640,73,01/2012,or
"Henry Hagg Lake",43252,53640,80.6,02/2012,or
"Henry Hagg Lake",48340,53640,90.1,03/2012,or
"Henry Hagg Lake",52168,53640,97.3,04/2012,or
"Henry Hagg Lake",53280,53640,99.3,05/2012,or
"Henry Hagg Lake",53220,53640,99.2,06/2012,or
"Henry Hagg Lake",50001,53640,93.2,07/2012,or
"Henry Hagg Lake",41495,53640,77.4,08/2012,or
"Henry Hagg Lake",32502,53640,60.6,09/2012,or
"Henry Hagg Lake",25999,53640,48.5,10/2012,or
"Henry Hagg Lake",30009,53640,55.9,11/2012,or
"Henry Hagg Lake",39309,53640,73.3,12/2012,or
"Henry Hagg Lake",35192,53640,65.6,01/2013,or
"Henry Hagg Lake",38280,53640,71.4,02/2013,or
"Henry Hagg Lake",44094,53640,82.2,03/2013,or
"Henry Hagg Lake",49768,53640,92.8,04/2013,or
"Henry Hagg Lake",51102,53640,95.3,05/2013,or
"Henry Hagg Lake",51685,53640,96.4,06/2013,or
"Henry Hagg Lake",45936,53640,85.6,07/2013,or
"Henry Hagg Lake",35991,53640,67.1,08/2013,or
"Henry Hagg Lake",29369,53640,54.8,09/2013,or
"Henry Hagg Lake",30428,53640,56.7,10/2013,or
"Henry Hagg Lake",31187,53640,58.1,11/2013,or
"Henry Hagg Lake",33255,53640,62,12/2013,or
"Henry Hagg Lake",34395,53640,64.1,01/2014,or
"Henry Hagg Lake",42293,53640,78.8,02/2014,or
"Henry Hagg Lake",49990,53640,93.2,03/2014,or
"Henry Hagg Lake",51940,53640,96.8,04/2014,or
"Henry Hagg Lake",53257,53640,99.3,05/2014,or
"Henry Hagg Lake",52180,53640,97.3,06/2014,or
"Henry Hagg Lake",45744,53640,85.3,07/2014,or
"Henry Hagg Lake",35657,53640,66.5,08/2014,or
"Henry Hagg Lake",26443,53640,49.3,09/2014,or
"Henry Hagg Lake",21542,53640,40.2,10/2014,or
"Henry Hagg Lake",23323,53640,43.5,11/2014,or
"Henry Hagg Lake",31994,53640,59.6,12/2014,or
"Henry Hagg Lake",35687,53640,66.5,01/2015,or
"Henry Hagg Lake",45093,53640,84.1,02/2015,or
"Henry Hagg Lake",49449,53640,92.2,03/2015,or
"Henry Hagg Lake",52138,53640,97.2,04/2015,or
"Henry Hagg Lake",52689,53640,98.2,05/2015,or
"Henry Hagg Lake",48244,53640,89.9,06/2015,or
"Henry Hagg Lake",37663,53640,70.2,07/2015,or
"Henry Hagg Lake",26012,53640,48.5,08/2015,or
"Henry Hagg Lake",18409,53640,34.3,09/2015,or
"Henry Hagg Lake",13786,53640,25.7,10/2015,or
"Henry Hagg Lake",16494,53640,30.7,11/2015,or
"Henry Hagg Lake",37472,53640,69.9,12/2015,or
"Henry Hagg Lake",39632,53640,73.9,01/2016,or
"Henry Hagg Lake",43477,53640,81.1,02/2016,or
"Henry Hagg Lake",49678,53640,92.6,03/2016,or
"Henry Hagg Lake",52320,53640,97.5,04/2016,or
"Henry Hagg Lake",53125,53640,99,05/2016,or
"Henry Hagg Lake",50246,53640,93.7,06/2016,or
"Henry Hagg Lake",43562,53640,81.2,07/2016,or
"Henry Hagg Lake",32451,53640,60.5,08/2016,or
"Henry Hagg Lake",23091,53640,43,09/2016,or
"Henry Hagg Lake",21212,53640,39.5,10/2016,or
"Henry Hagg Lake",30983,53640,57.8,11/2016,or
"Henry Hagg Lake",34544,53640,64.4,12/2016,or
"Henry Hagg Lake",35369,53640,65.9,01/2017,or
"Henry Hagg Lake",44506,53640,83,02/2017,or
"Henry Hagg Lake",49332,53640,92,03/2017,or
"Henry Hagg Lake",52410,53640,97.7,04/2017,or
"Henry Hagg Lake",53270,53640,99.3,05/2017,or
"Henry Hagg Lake",52878,53640,98.6,06/2017,or
"Henry Hagg Lake",46763,53640,87.2,07/2017,or
"Henry Hagg Lake",36569,53640,68.2,08/2017,or
"Henry Hagg Lake",27401,53640,51.1,09/2017,or
"Henry Hagg Lake",23453,53640,43.7,10/2017,or
"Henry Hagg Lake",27557,53640,51.4,11/2017,or
"Henry Hagg Lake",33200,53640,61.9,12/2017,or
"Henry Hagg Lake",35142,53640,65.5,01/2018,or
"Henry Hagg Lake",42084,53640,78.5,02/2018,or
"Henry Hagg Lake",48811,53640,91,03/2018,or
"Henry Hagg Lake",52316,53640,97.5,04/2018,or
"Henry Hagg Lake",53171,53640,99.1,05/2018,or
"Henry Hagg Lake",50842,53640,94.8,06/2018,or
"Henry Hagg Lake",42624,53640,79.5,07/2018,or
"Henry Hagg Lake",31301,53640,58.4,08/2018,or
"Henry Hagg Lake",22660,53640,42.2,09/2018,or
"Henry Hagg Lake",16708,53640,31.1,10/2018,or
"Henry Hagg Lake",14021,53640,26.1,11/2018,or
"Henry Hagg Lake",17238,53640,32.1,12/2018,or
"Henry Hagg Lake",27647,53640,51.5,01/2019,or
"Henry Hagg Lake",38022,53640,70.9,02/2019,or
"Henry Hagg Lake",46622,53640,86.9,03/2019,or
"Henry Hagg Lake",52034,53640,97,04/2019,or
"Henry Hagg Lake",53195,53640,99.2,05/2019,or
"Henry Hagg Lake",49974,53640,93.2,06/2019,or
"Henry Hagg Lake",42959,53640,80.1,07/2019,or
"Henry Hagg Lake",32540,53640,60.7,08/2019,or
"Henry Hagg Lake",23931,53640,44.6,09/2019,or
"Henry Hagg Lake",20825,53640,38.8,10/2019,or
"Henry Hagg Lake",18226,53640,34,11/2019,or
"Henry Hagg Lake",19072,53640,35.6,12/2019,or
"Henry Hagg Lake",32471,53640,60.5,01/2020,or
"Henry Hagg Lake",40911,53640,76.3,02/2020,or
"Henry Hagg Lake",45453,53640,84.7,03/2020,or
"Henry Hagg Lake",49488,53640,92.3,04/2020,or
"Henry Hagg Lake",51476,53640,96,05/2020,or
"Henry Hagg Lake",50823,53640,94.7,06/2020,or
"Henry Hagg Lake",45877,53640,85.5,07/2020,or
"Henry Hagg Lake",35907,53640,66.9,08/2020,or
"Henry Hagg Lake",26007,53640,48.5,09/2020,or
"Henry Hagg Lake",21311,53640,39.7,10/2020,or
"Henry Hagg Lake",20377,53640,38,11/2020,or
"Henry Hagg Lake",26973,53640,50.3,12/2020,or
"Henry Hagg Lake",37974,53640,70.8,01/2021,or
"Henry Hagg Lake",42819,53640,79.8,02/2021,or
"Henry Hagg Lake",49590,53640,92.4,03/2021,or
"Henry Hagg Lake",52368,53640,97.6,04/2021,or
"Henry Hagg Lake",51939,53640,96.8,05/2021,or
"Henry Hagg Lake",47337,53640,88.2,06/2021,or
