state,year,elev,avg_anomaly,median_anomaly,temp_mean,snow_mean,snow_median,site_count
main,2001,9,-3.9,-2.3,26.1,9.8,9.1,
main,2002,9,-3.3,-2.0,24.6,10.9,9.0,
main,2003,9,-0.8,-0.4,28.0,12.6,10.7,
main,2004,9,-2.3,-0.8,28.0,11.3,10.1,
main,2005,9,3.4,1.7,29.6,16.1,13.1,
main,2006,9,1.0,0.9,28.3,14.9,12.2,
main,2007,9,-3.6,-1.7,29.1,10.0,8.9,
main,2008,9,2.3,2.6,27.0,15.3,13.3,
main,2009,9,0.0,1.1,29.2,13.7,11.7,
main,2013,6,-3.9,-1.8,30.3,13.7,9.4,
main,2014,6,-1.8,0.4,32.0,15.8,11.1,
main,2015,6,-6.3,-3.2,33.6,12.1,9.0,
main,2016,6,-3.2,-0.7,33.7,14.9,11.1,
main,2017,6,0.8,1.6,32.2,17.9,13.6,
main,2000,6,-1.3,-0.4,31.3,15.7,12.0,
main,2001,6,-7.2,-4.5,29.3,9.9,8.2,
main,2002,6,2.1,1.2,28.9,18.5,12.8,
main,2003,6,-1.1,-0.4,31.9,15.3,10.6,
main,2004,6,-0.7,0.7,31.7,16.4,13.3,
main,2005,6,-4.0,-2.3,32.0,12.3,10.2,
main,2006,6,3.5,3.4,31.6,19.7,15.0,
main,2007,6,-3.3,-2.1,31.5,14.1,9.8,
main,2008,6,3.5,3.1,30.2,19.0,14.5,
main,2009,6,-1.2,0.1,31.5,15.2,11.8,
main,2010,6,-2.8,-1.7,32.2,13.2,10.2,
main,2011,6,6.6,4.8,31.0,21.8,15.8,
main,2012,6,-1.8,-0.8,32.1,15.7,10.4,
main,2015,5,-12.1,-9.0,34.9,9.4,7.1,
main,2016,5,-2.1,-0.5,35.0,18.8,14.4,
main,2017,5,0.3,1.1,32.3,20.3,15.4,
main,2000,5,0.8,1.3,31.6,20.0,15.3,
main,2001,5,-8.4,-5.7,30.8,10.8,8.5,
main,2002,5,3.3,2.5,30.3,21.4,15.4,
main,2003,5,-3.5,-2.3,32.3,15.5,12.0,
main,2004,5,-0.7,0.8,32.4,18.3,14.5,
main,2005,5,-10.1,-7.2,32.2,9.0,7.1,
main,2006,5,3.7,4.2,32.4,21.8,17.8,
main,2007,5,-2.5,-1.4,32.8,17.5,12.5,
main,2008,5,5.5,4.5,31.6,23.5,18.1,
main,2009,5,-1.1,0.2,32.6,18.0,14.0,
main,2010,5,-2.6,-1.6,33.4,16.5,11.9,
main,2011,5,4.8,2.7,31.9,23.1,16.5,
main,2012,5,0.7,-0.3,32.9,20.6,13.2,
main,2013,5,-3.0,-2.4,32.4,17.5,11.3,
main,2014,5,-3.8,-2.8,33.3,16.1,10.7,
main,2001,10,-1.3,-0.8,25.6,13.5,12.3,
main,2002,10,-7.4,-5.5,23.1,7.8,7.1,
main,2003,10,-1.9,-1.1,26.5,12.8,11.4,
main,2004,10,-2.3,-1.3,26.6,12.6,11.4,
main,2005,10,3.8,3.3,27.9,17.6,15.8,
main,2006,10,-1.6,-0.6,26.6,13.4,12.3,
main,2007,10,-2.1,-1.0,28.7,12.1,11.3,
main,2008,10,3.5,3.9,25.5,17.6,16.7,
main,2009,10,-0.4,0.9,26.9,14.7,13.5,
main,2010,10,-1.6,-0.3,26.8,13.4,12.0,
main,2011,10,3.1,3.4,27.8,18.2,15.6,
main,2012,10,-6.9,-3.8,27.9,9.4,8.8,
main,2013,10,-6.0,-3.6,26.0,10.4,9.4,
main,2014,10,-2.8,-0.3,28.3,13.6,11.7,
main,2015,10,-5.9,-3.0,30.9,10.4,9.6,
main,2016,10,-3.1,-0.2,29.2,13.3,12.3,
main,2017,10,0.2,2.6,30.4,16.4,15.4,
main,2000,10,-4.2,-2.8,26.8,10.9,9.9,
main,2002,4,5.5,5.1,31.8,21.3,16.9,
main,2003,4,-5.6,-3.5,33.9,13.1,9.9,
main,2004,4,-0.2,1.0,33.8,18.4,15.5,
main,2005,4,-13.3,-10.7,33.6,6.1,5.1,
main,2006,4,3.5,2.8,33.9,21.0,16.2,
main,2007,4,0.6,0.4,34.2,19.2,15.1,
main,2008,4,9.7,7.7,33.4,24.6,19.3,
main,2009,4,0.3,0.7,34.1,18.3,14.9,
main,2010,4,-2.3,-1.4,35.4,16.0,10.7,
main,2011,4,6.2,3.6,33.3,23.0,17.5,
main,2012,4,3.3,1.9,34.5,22.0,15.8,
main,2013,4,-0.9,-0.4,34.3,18.9,14.4,
main,2014,4,-4.4,-2.6,34.5,15.6,11.7,
main,2015,4,-14.9,-11.5,36.0,6.2,5.3,
main,2016,4,-2.8,-0.4,36.5,17.9,14.8,
main,2017,4,1.9,1.7,33.3,21.6,16.3,
main,2000,4,1.9,1.9,33.0,18.9,14.9,
main,2001,4,-6.2,-3.9,31.7,11.2,10.0,
main,2004,3,-0.9,0.6,35.8,19.3,18.9,
main,2005,3,-15.8,-13.1,35.3,4.8,3.6,
main,2006,3,4.2,5.3,36.4,22.8,19.2,
main,2007,3,1.8,1.6,36.4,22.4,20.4,
main,2008,3,17.9,15.1,35.9,35.2,32.4,
main,2009,3,2.3,2.2,36.5,21.6,18.6,
main,2010,3,-7.5,-5.3,37.4,13.5,11.2,
main,2011,3,4.3,2.7,35.4,22.8,17.2,
main,2012,3,3.9,3.8,36.3,23.6,19.2,
main,2013,3,1.6,2.7,36.8,22.5,17.9,
main,2014,3,-8.5,-7.3,36.3,13.9,9.8,
main,2015,3,-17.8,-15.3,37.4,4.5,3.2,
main,2016,3,-5.7,-2.2,38.1,16.7,15.6,
main,2017,3,3.1,4.3,35.3,23.6,19.4,
main,2000,3,5.3,5.9,34.9,24.3,21.6,
main,2001,3,-7.8,-5.6,33.9,12.3,11.3,
main,2002,3,10.6,9.9,33.9,28.5,25.1,
main,2003,3,-9.4,-7.3,35.5,10.8,8.9,
main,2000,2,1.4,2.1,34.5,12.0,12.9,
main,2001,2,-3.6,-2.2,34.2,9.3,9.6,
main,2002,2,7.6,7.2,34.7,16.7,17.7,
main,2003,2,-7.7,-7.5,35.2,6.3,4.4,
main,2004,2,-0.7,0.3,35.0,10.5,11.4,
main,2005,2,-10.3,-8.5,33.6,2.4,2.0,
main,2006,2,1.9,1.9,36.4,12.7,9.3,
main,2007,2,1.4,1.4,35.9,12.5,8.7,
main,2008,2,9.0,8.3,36.3,21.7,22.2,
main,2009,2,-1.1,0.8,36.4,12.5,12.1,
main,2010,2,-9.7,-7.4,37.7,5.5,3.2,
main,2011,2,-4.5,-0.5,35.4,12.8,9.3,
main,2012,2,-2.5,1.6,36.3,15.3,12.1,
main,2013,2,-4.3,1.5,36.2,13.7,11.9,
main,2014,2,-11.5,-6.4,35.8,10.2,7.6,
main,2015,2,-15.1,-15.1,36.8,7.3,4.1,
main,2016,2,-5.4,-0.2,37.2,14.2,12.1,
main,2017,2,-4.0,2.1,34.5,13.9,13.1,
AZ,2009,7,-0.4,2.0,37.8,6.6,6.4,
AZ,2010,7,-0.6,6.5,35.8,11.9,10.9,
AZ,2011,7,-8.2,-1.1,35.3,4.2,3.2,
AZ,2012,7,-9.2,-1.4,36.5,3.6,3.1,
AZ,2013,7,-8.9,-1.1,33.7,4.3,3.7,
AZ,2014,7,-11.7,-3.1,38.3,2.1,2.0,
AZ,2015,7,-9.4,-2.9,38.1,1.8,1.7,
AZ,2016,7,-8.2,0.1,36.8,5.1,4.8,
AZ,2017,7,-8.5,-0.1,37.6,5.4,4.8,
AZ,2000,7,-3.6,-2.7,34.1,1.2,0.8,
AZ,2001,7,-1.0,-0.5,32.1,3.7,3.2,
AZ,2002,7,-2.7,-2.2,31.3,1.9,1.9,
AZ,2003,7,-1.9,-1.0,34.6,2.7,2.3,
AZ,2004,7,-1.6,-1.1,31.6,3.0,2.6,
AZ,2005,7,2.7,3.6,35.8,7.3,6.8,
AZ,2006,7,-2.9,-1.6,34.0,1.6,1.7,
AZ,2007,7,-1.0,-0.4,34.4,3.7,3.4,
AZ,2008,7,2.4,2.5,35.3,7.2,6.4,
AZ,2009,8,-20.5,-24.6,35.5,6.8,3.9,
AZ,2010,8,-14.8,-17.5,33.7,10.7,9.8,
AZ,2011,8,-21.4,-28.3,33.5,4.4,2.5,
AZ,2012,8,-27.3,-31.6,36.5,2.5,2.0,
AZ,2013,8,-22.9,-28.9,32.2,3.4,2.8,
AZ,2014,8,-27.9,-31.6,37.6,2.5,3.3,
AZ,2015,8,-24.6,-31.1,37.9,2.6,2.2,
AZ,2016,8,-24.6,-27.8,35.6,5.8,6.2,
AZ,2017,8,-24.5,-26.9,36.2,7.2,7.5,
AZ,2000,8,-2.3,-2.4,31.9,0.3,0.2,
AZ,2001,8,-1.5,-1.1,27.2,1.3,1.3,
AZ,2002,8,-2.5,-2.7,26.6,0.5,0.4,
AZ,2003,8,-1.4,-0.6,30.3,1.4,1.7,
AZ,2004,8,-1.0,-0.4,28.3,1.7,1.6,
AZ,2005,8,2.3,2.7,32.7,5.2,5.5,
AZ,2006,8,-1.6,-1.9,31.7,1.1,1.1,
AZ,2007,8,-1.1,-0.2,30.8,2.0,2.4,
AZ,2008,8,2.2,2.8,31.0,5.2,5.3,
AZ,2010,9,0.1,6.6,32.1,13.6,14.2,
AZ,2011,9,-8.3,-2.7,31.6,6.8,5.6,
AZ,2012,9,-8.0,-2.5,32.7,6.6,6.5,
AZ,2013,9,-7.4,-1.7,30.1,7.1,6.8,
AZ,2014,9,-10.6,-5.2,33.9,4.6,3.2,
AZ,2015,9,-10.3,-4.4,34.7,4.4,3.7,
AZ,2016,9,-9.2,-4.4,32.7,5.8,5.8,
AZ,2017,9,-3.5,-0.8,34.6,11.6,8.9,
AZ,2000,9,-7.7,-6.8,31.3,3.1,1.1,
AZ,2001,9,-0.4,0.8,27.4,8.9,8.5,
AZ,2002,9,-6.2,-4.4,28.2,4.2,4.1,
AZ,2003,9,-1.9,-0.5,30.3,7.6,7.2,
AZ,2004,9,-3.6,-2.5,28.7,6.1,5.5,
AZ,2005,9,7.9,6.3,31.8,17.1,13.7,
AZ,2006,9,-8.5,-6.8,34.8,3.1,2.6,
AZ,2007,9,-4.7,-2.5,32.5,5.3,5.4,
AZ,2008,9,3.9,4.2,32.1,13.5,12.1,
AZ,2009,9,0.9,1.9,33.5,10.8,9.6,
AZ,2013,6,-15.2,-0.6,35.4,3.8,3.8,
AZ,2014,6,-17.3,-4.8,39.5,1.6,1.0,
AZ,2015,6,-13.5,-2.9,38.4,1.5,1.4,
AZ,2016,6,-12.6,-1.2,38.1,5.7,5.0,
AZ,2017,6,-17.1,-4.9,38.8,2.7,1.9,
AZ,2000,6,-2.8,-1.9,37.8,1.2,0.7,
AZ,2001,6,0.2,0.1,33.9,4.5,4.9,
AZ,2002,6,-1.9,-0.9,36.5,2.7,3.2,
AZ,2003,6,-1.7,-0.4,38.9,2.5,2.6,
AZ,2004,6,-0.3,0.1,35.6,4.0,4.7,
AZ,2005,6,-0.7,-0.5,35.8,3.9,4.3,
AZ,2006,6,1.4,3.3,37.2,3.6,4.4,
AZ,2007,6,0.2,0.8,37.6,4.8,5.5,
AZ,2008,6,-0.1,0.2,38.0,4.2,3.9,
AZ,2009,6,5.5,7.0,41.2,9.9,11.4,
AZ,2010,6,9.6,10.9,38.6,13.5,15.8,
AZ,2011,6,-0.4,-0.1,38.1,4.1,4.6,
AZ,2012,6,0.3,0.9,39.7,4.6,5.0,
CA,2004,9,-2.1,0.0,31.0,22.8,15.7,
CA,2005,9,14.4,14.6,30.9,37.1,30.0,
CA,2006,9,16.1,15.8,31.9,38.6,29.9,
CA,2007,9,-14.0,-10.6,31.8,11.1,7.2,
CA,2008,9,-2.3,1.3,31.7,21.0,19.1,
CA,2009,9,-5.3,-3.2,32.1,19.4,12.4,
CA,2010,9,-0.7,-0.2,30.9,22.0,16.3,
CA,2011,9,12.4,10.8,31.6,34.0,26.2,
CA,2012,9,-17.6,-11.6,31.8,8.7,5.6,
CA,2013,9,-6.1,-4.2,31.9,19.0,11.6,
CA,2014,9,-16.9,-10.6,33.7,8.2,6.2,
CA,2015,9,-15.2,-10.1,35.3,8.9,4.5,
CA,2016,9,-2.4,0.1,34.5,21.2,15.5,
CA,2017,9,25.0,22.3,33.5,47.1,36.4,
CA,2000,9,-3.8,-2.7,31.2,22.3,12.7,
CA,2001,9,-11.4,-5.4,27.6,14.8,10.1,
CA,2002,9,-3.2,-2.3,29.3,23.1,12.5,
CA,2003,9,2.1,3.6,31.0,27.0,18.7,
CA,2015,5,-36.8,-35.3,41.0,0.2,0.2,
CA,2016,5,-16.1,-21.9,35.4,5.0,5.1,
CA,2017,5,-16.0,-20.7,32.7,4.7,4.0,
CA,2000,5,1.1,1.2,34.1,4.7,5.0,
CA,2001,5,-1.1,-0.6,32.3,2.3,2.2,
CA,2002,5,1.5,1.9,31.9,4.9,4.9,
CA,2003,5,-1.9,-1.1,35.7,0.7,0.8,
CA,2004,5,1.9,2.5,33.8,5.5,5.8,
CA,2005,5,-2.0,-1.7,33.2,1.7,1.9,
CA,2006,5,0.8,0.3,32.3,3.7,4.2,
CA,2007,5,-2.7,-2.4,32.8,0.8,0.9,
CA,2008,5,2.4,3.3,31.2,5.6,5.9,
CA,2009,5,-0.7,-0.4,34.0,2.6,2.8,
CA,2010,5,0.6,0.9,34.9,4.0,4.2,
CA,2011,5,0.9,1.0,32.7,3.9,3.6,
CA,2012,5,-2.2,-2.2,33.9,0.8,0.5,
CA,2013,5,-0.2,-0.1,31.9,3.5,3.8,
CA,2014,5,-2.6,-1.9,35.3,0.3,0.3,
CA,2017,7,11.6,12.9,34.6,28.9,23.0,
CA,2000,7,-3.1,-1.3,32.2,14.5,12.2,
CA,2001,7,-6.9,-5.8,30.1,10.3,9.8,
CA,2002,7,0.1,0.9,31.5,17.4,15.4,
CA,2003,7,0.0,0.6,33.4,16.2,14.3,
CA,2004,7,0.3,1.9,33.1,17.8,16.3,
CA,2005,7,7.5,8.1,33.4,23.2,19.9,
CA,2006,7,6.2,5.7,32.2,22.4,19.6,
CA,2007,7,-8.8,-7.0,33.0,8.9,7.7,
CA,2008,7,-0.2,0.9,32.1,16.7,16.1,
CA,2009,7,-3.4,-2.0,33.2,13.7,12.1,
CA,2010,7,1.2,0.7,33.5,16.5,15.3,
CA,2011,7,12.4,10.1,33.3,27.0,22.9,
CA,2012,7,-10.3,-8.1,33.6,7.5,6.1,
CA,2013,7,-5.1,-4.2,32.6,12.8,10.6,
CA,2014,7,-11.2,-9.8,35.4,6.7,5.3,
CA,2015,7,-12.7,-11.1,36.7,5.0,3.1,
CA,2016,7,1.1,2.1,35.6,18.4,16.7,
CA,2000,6,-1.5,-0.6,33.3,12.5,10.7,
CA,2001,6,-5.5,-4.2,30.4,8.0,6.2,
CA,2002,6,-0.2,1.0,31.2,13.5,11.1,
CA,2003,6,-0.8,0.0,33.6,11.9,8.4,
CA,2004,6,0.6,2.0,33.5,14.5,12.1,
CA,2005,6,5.8,6.4,34.0,18.1,15.1,
CA,2006,6,1.1,-0.7,33.5,13.6,9.3,
CA,2007,6,-6.8,-5.1,33.5,7.1,5.4,
CA,2008,6,1.4,2.6,32.9,14.3,12.9,
CA,2009,6,-2.2,-0.5,34.0,11.3,8.8,
CA,2010,6,2.8,2.3,34.8,14.7,11.8,
CA,2011,6,11.8,8.9,34.4,23.0,17.0,
CA,2012,6,-7.8,-5.9,34.4,6.3,4.4,
CA,2013,6,-5.2,-3.0,32.4,8.8,6.8,
CA,2014,6,-11.8,-9.4,35.7,2.6,1.6,
CA,2015,6,-12.4,-9.4,36.5,2.6,2.2,
CA,2016,6,-0.9,0.1,35.8,13.4,10.9,
CA,2017,6,11.6,8.7,35.0,24.1,18.1,
CA,2000,8,-5.1,-2.5,32.3,20.2,19.5,
CA,2001,8,-11.5,-7.9,30.6,14.0,12.5,
CA,2002,8,-0.8,0.4,31.9,24.5,22.0,
CA,2003,8,3.3,3.5,33.6,27.4,23.8,
CA,2004,8,-1.9,1.0,32.6,24.0,23.3,
CA,2005,8,10.8,11.8,33.1,34.9,34.0,
CA,2006,8,11.7,12.0,33.3,35.6,33.1,
CA,2007,8,-13.5,-11.6,33.7,12.7,10.8,
CA,2008,8,-5.2,-1.6,32.5,19.9,20.2,
CA,2009,8,-6.3,-3.5,33.8,19.2,16.4,
CA,2010,8,-0.4,0.2,32.9,22.9,22.4,
CA,2011,8,14.4,13.9,33.2,36.8,34.2,
CA,2012,8,-16.0,-13.8,33.6,10.6,8.7,
CA,2013,8,-6.2,-3.8,33.4,19.9,17.8,
CA,2014,8,-16.6,-12.9,35.2,9.3,9.1,
CA,2015,8,-17.8,-13.3,36.6,7.9,6.7,
CA,2016,8,-2.0,1.3,35.6,23.0,22.6,
CA,2017,8,23.4,27.0,35.2,46.3,47.7,
CO,2001,10,-1.2,-0.8,25.6,13.3,11.9,
CO,2002,10,-7.4,-5.4,22.9,7.4,6.8,
CO,2003,10,-1.8,-1.0,26.6,12.7,11.3,
CO,2004,10,-2.1,-1.2,26.5,12.6,11.3,
CO,2005,10,3.4,2.7,27.7,17.1,15.1,
CO,2006,10,-1.8,-0.8,26.7,13.0,12.1,
CO,2007,10,-1.8,-0.7,28.7,12.3,11.6,
CO,2008,10,4.0,4.7,25.3,18.2,17.5,
CO,2009,10,-0.5,1.1,26.5,14.8,13.8,
CO,2010,10,-2.4,-0.7,26.6,12.7,11.7,
CO,2011,10,2.6,3.1,27.7,17.3,15.0,
CO,2012,10,-6.6,-3.7,27.7,9.1,8.5,
CO,2013,10,-5.5,-3.5,25.8,10.1,9.2,
CO,2014,10,-1.2,0.4,28.0,14.0,12.8,
CO,2015,10,-4.6,-2.3,30.8,10.5,10.0,
CO,2016,10,-2.0,0.2,28.9,13.2,12.3,
CO,2017,10,1.1,2.8,30.4,16.2,15.3,
CO,2000,10,-4.0,-2.4,26.8,10.8,9.8,
CO,2003,9,-0.4,-0.2,26.7,10.8,9.9,
CO,2004,9,-2.2,-0.9,26.2,9.6,9.1,
CO,2005,9,1.2,0.2,28.5,12.2,10.2,
CO,2006,9,-0.3,0.7,27.7,11.9,10.9,
CO,2007,9,-2.1,-0.6,29.3,9.9,9.4,
CO,2008,9,3.1,3.7,26.8,14.3,13.2,
CO,2009,9,-0.2,1.3,28.8,12.2,11.3,
CO,2010,9,-2.4,-0.8,27.7,9.7,8.8,
CO,2011,9,4.4,4.7,29.2,15.9,14.2,
CO,2012,9,-5.1,-2.4,27.1,7.6,7.3,
CO,2013,9,-3.7,-2.4,26.7,8.6,7.9,
CO,2014,9,0.5,1.4,29.5,12.7,11.6,
CO,2015,9,-4.6,-2.2,31.5,8.8,8.4,
CO,2016,9,-1.5,0.6,30.0,11.4,10.6,
CO,2017,9,-0.3,2.0,31.4,12.8,12.3,
CO,2000,9,-1.5,-0.9,27.8,10.4,9.7,
CO,2001,9,-2.3,-1.5,26.0,9.3,8.6,
CO,2002,9,-5.2,-3.6,22.3,7.0,6.4,
CO,2004,8,-1.8,-0.6,26.4,7.5,6.5,
CO,2005,8,1.1,0.6,29.1,9.7,8.2,
CO,2006,8,0.2,1.2,29.1,9.5,8.2,
CO,2007,8,-1.7,-0.9,28.3,7.5,7.0,
CO,2008,8,4.5,4.2,27.2,12.8,12.0,
CO,2009,8,1.8,2.2,29.6,10.8,10.0,
CO,2010,8,-0.7,-1.1,28.6,7.8,6.2,
CO,2011,8,1.5,3.5,29.5,12.4,10.7,
CO,2012,8,-5.6,-2.5,29.0,6.1,5.7,
CO,2013,8,-4.6,-2.2,27.1,6.7,6.1,
CO,2014,8,-1.6,1.4,30.0,9.8,8.9,
CO,2015,8,-5.5,-2.0,31.9,6.6,6.3,
CO,2016,8,-2.6,0.3,30.5,8.9,8.2,
CO,2017,8,-1.9,1.7,31.7,9.9,9.4,
CO,2000,8,-0.9,-0.1,28.3,8.1,7.3,
CO,2001,8,-1.0,-0.5,26.2,7.8,7.0,
CO,2002,8,-3.4,-2.1,22.5,6.1,4.7,
CO,2003,8,-0.7,-0.4,27.6,8.0,6.6,
ID,2002,4,6.7,6.1,31.6,17.3,13.8,
ID,2003,4,-4.8,-4.0,33.3,7.5,5.6,
ID,2004,4,1.6,1.7,33.0,13.7,11.3,
ID,2005,4,-7.9,-6.9,33.3,4.4,4.2,
ID,2006,4,0.5,1.3,33.2,12.0,10.3,
ID,2007,4,-1.6,-0.8,33.1,11.5,10.8,
ID,2008,4,9.3,9.0,33.4,19.7,17.0,
ID,2009,4,1.3,1.1,33.1,13.1,13.8,
ID,2010,4,-3.4,-3.5,34.6,8.6,8.7,
ID,2011,4,4.1,1.6,32.7,14.8,14.2,
ID,2012,4,0.8,0.8,33.7,13.0,11.8,
ID,2013,4,-3.2,-2.7,31.6,9.7,9.6,
ID,2014,4,-1.4,-2.1,32.8,11.5,10.9,
ID,2015,4,-8.6,-7.6,34.7,5.5,5.8,
ID,2016,4,-1.6,-1.1,35.1,11.7,9.7,
ID,2017,4,-0.2,0.7,32.1,12.7,12.0,
ID,2000,4,3.2,4.0,33.0,15.9,13.6,
ID,2001,4,-2.5,-1.2,31.5,10.9,10.5,
ID,2004,3,0.6,0.6,31.2,6.9,6.0,
ID,2005,3,-4.6,-4.2,28.5,1.8,2.1,
ID,2006,3,-0.8,-0.2,32.6,5.2,4.7,
ID,2007,3,-0.1,0.3,31.7,6.2,5.3,
ID,2008,3,4.6,4.9,33.0,9.7,7.8,
ID,2009,3,1.3,1.4,32.4,6.9,6.0,
ID,2010,3,-13.2,-5.1,34.2,3.6,3.8,
ID,2011,3,-7.7,-0.2,32.9,7.8,7.7,
ID,2012,3,-8.4,-0.3,33.8,6.9,7.1,
ID,2013,3,-10.8,-2.0,32.5,4.5,4.4,
ID,2014,3,-9.6,-1.8,31.9,6.0,6.0,
ID,2015,3,-13.6,-8.1,34.1,2.6,3.1,
ID,2016,3,-12.0,-4.2,34.4,4.8,4.9,
ID,2017,3,0.9,1.1,31.6,6.7,7.4,
ID,2000,3,3.0,4.0,32.1,10.7,11.9,
ID,2001,3,-0.9,-0.1,29.3,6.6,6.5,
ID,2002,3,5.6,6.0,29.7,12.2,13.3,
ID,2003,3,-5.3,-4.9,30.3,2.7,2.3,
ID,2000,7,-2.2,-1.1,28.1,13.1,11.8,
ID,2001,7,-6.6,-5.0,26.0,8.7,8.1,
ID,2002,7,-0.9,-0.2,25.8,14.0,12.6,
ID,2003,7,-0.9,0.0,29.4,13.6,12.1,
ID,2004,7,-1.5,0.5,29.4,14.0,13.1,
ID,2005,7,-3.1,-1.7,30.3,11.6,10.6,
ID,2006,7,7.2,7.4,29.8,21.7,20.0,
ID,2007,7,-4.3,-3.3,30.1,11.2,9.5,
ID,2008,7,1.6,2.1,28.0,15.9,14.8,
ID,2009,7,-0.3,0.1,29.9,14.3,13.0,
ID,2010,7,-4.0,-3.3,29.3,10.4,9.3,
ID,2011,7,5.0,4.2,29.1,18.2,16.9,
ID,2012,7,-2.5,-1.8,29.9,12.8,10.7,
ID,2013,7,-2.4,-1.1,27.7,12.9,11.8,
ID,2014,7,-2.2,-1.5,30.9,12.9,10.5,
ID,2015,7,-4.1,-2.5,32.3,11.5,10.4,
ID,2016,7,-0.7,0.5,31.6,14.7,13.1,
ID,2017,7,6.6,6.3,31.5,20.8,18.8,
ID,2000,5,2.3,2.8,31.9,23.2,20.3,
ID,2001,5,-9.2,-7.5,30.3,12.2,9.9,
ID,2002,5,6.4,4.0,30.6,26.2,21.3,
ID,2003,5,-1.4,-0.8,33.1,19.5,15.7,
ID,2004,5,-0.2,1.2,32.8,21.4,18.4,
ID,2005,5,-8.9,-7.3,32.4,12.8,9.6,
ID,2006,5,2.9,3.8,32.8,23.3,19.6,
ID,2007,5,-2.8,-1.7,32.9,19.2,16.3,
ID,2008,5,8.2,7.6,32.3,27.0,23.2,
ID,2009,5,-0.5,0.0,32.4,20.1,17.0,
ID,2010,5,-5.4,-3.7,33.3,14.9,12.3,
ID,2011,5,8.9,5.0,31.6,27.4,22.7,
ID,2012,5,2.3,0.7,33.0,22.7,18.4,
ID,2013,5,-4.3,-3.9,31.3,17.6,15.0,
ID,2014,5,1.6,0.1,33.1,22.4,18.7,
ID,2015,5,-9.9,-8.1,34.2,13.2,10.4,
ID,2016,5,-3.1,-1.1,34.7,19.0,15.9,
ID,2017,5,-0.2,0.9,32.6,20.4,18.1,
ID,2000,6,-0.6,-0.1,31.0,18.2,14.2,
ID,2001,6,-8.8,-5.7,28.6,10.3,9.1,
ID,2002,6,2.3,1.2,28.5,20.5,15.6,
ID,2003,6,-0.4,-0.3,31.9,17.8,13.1,
ID,2004,6,-0.7,1.1,31.6,18.5,16.0,
ID,2005,6,-6.3,-4.3,32.0,12.3,11.1,
ID,2006,6,5.5,5.0,31.7,23.5,19.1,
ID,2007,6,-3.8,-2.7,31.2,15.6,12.1,
ID,2008,6,4.8,4.1,29.8,22.1,17.6,
ID,2009,6,-0.6,-0.1,31.2,17.4,14.5,
ID,2010,6,-4.9,-3.4,31.5,13.0,10.9,
ID,2011,6,6.8,4.4,30.5,23.2,18.8,
