ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4
20190423,CO,78.01,21.99,0.98,0,0,0
20190416,CO,78.01,21.99,4.74,0,0,0
20190409,CO,78.01,21.99,4.74,0,0,0
20190402,CO,78.01,21.99,4.74,0,0,0
20190326,CO,74.78,25.22,4.74,0,0,0
20190319,CO,53.87,46.13,6.39,0.63,0,0
20190312,CO,17,83,25.44,6.26,0.58,0
20190305,CO,10.64,89.36,58.05,12.08,0.58,0
20190226,CO,10.64,89.36,62.26,35.26,0.59,0
20190219,CO,8.15,91.85,67.16,39.69,10.21,0.11
20190212,CO,8.15,91.85,67.16,39.69,21.84,0.11
20190205,CO,8.14,91.86,67.16,40.83,22.05,2.96
20190129,CO,15.91,84.09,66.35,41.02,22.04,2.79
20190122,CO,15.91,84.09,68.49,42.41,22.04,2.79
20190115,CO,15.91,84.09,68.49,53,25.35,10.51
20190108,CO,14.89,85.11,69.48,54.91,25.69,10.51
20190101,CO,17.94,82.06,66.26,54.91,27.11,11.22
20190430,ID,94.08,5.92,0,0,0,0
20190423,ID,94.08,5.92,0,0,0,0
20190416,ID,93.65,6.35,0,0,0,0
20190409,ID,89.93,10.07,0.13,0,0,0
20190402,ID,84.8,15.2,0.13,0,0,0
20190326,ID,84.8,15.2,0.13,0,0,0
20190319,ID,84.86,15.14,0.62,0,0,0
20190312,ID,84.38,15.62,1.02,0,0,0
20190305,ID,35.99,64.01,7.81,0,0,0
20190226,ID,35.99,64.01,7.81,0,0,0
20190219,ID,22.82,77.18,37.38,0.4,0,0
20190212,ID,18.41,81.59,40.22,5.94,0,0
20190205,ID,18.41,81.59,39.17,5.94,0,0
20190129,ID,19.42,80.58,39.12,5.93,0,0
20190122,ID,19.42,80.58,23.7,10.46,0,0
20190115,ID,19.42,80.58,23.7,10.46,0,0
20190108,ID,33.28,66.72,23.58,10.46,0,0
20190101,ID,33.28,66.72,23.58,10.46,0,0
20190430,MT,91.55,8.45,0,0,0,0
20190423,MT,90.33,9.67,0,0,0,0
20190416,MT,93.87,6.13,0,0,0,0
20190409,MT,93.58,6.42,0,0,0,0
20190402,MT,93.79,6.21,0,0,0,0
20190326,MT,94.09,5.91,0,0,0,0
20190319,MT,94.09,5.91,0,0,0,0
20190312,MT,94.09,5.91,0,0,0,0
20190305,MT,90.6,9.4,0,0,0,0
20190226,MT,89.59,10.41,0,0,0,0
20190219,MT,89.54,10.46,0,0,0,0
20190212,MT,85.43,14.57,0.92,0,0,0
20190205,MT,85.43,14.57,0.97,0,0,0
20190129,MT,87.73,12.27,0.97,0,0,0
20190122,MT,87.73,12.27,0.92,0,0,0
20190115,MT,87.73,12.27,0.92,0,0,0
20190108,MT,93.69,6.31,0.92,0,0,0
20190101,MT,93.69,6.31,0.92,0,0,0
20190430,NM,54.18,45.82,23.31,6.75,0,0
20190423,NM,54.18,45.82,23.33,6.75,0,0
20190416,NM,46.45,53.55,38.74,16.06,0,0
20190409,NM,46.45,53.55,38.74,16.06,0,0
20190402,NM,46.45,53.55,38.74,16.06,0,0
20190326,NM,45.2,54.8,38.74,16.06,0,0
20190319,NM,36.33,63.67,38.99,26.33,8.1,0
20190312,NM,39.49,60.51,42.09,31.79,12.5,0.88
20190305,NM,38.67,61.33,42.69,31.96,12.5,0.88
20190226,NM,39,61,42.47,31.96,13.14,0.88
20190219,NM,38.81,61.19,43.01,32.77,14.98,1.51
20190212,NM,38.81,61.19,43.01,32.77,14.98,1.51
20190205,NM,44.71,55.29,43.01,32.77,14.98,1.5
20190129,NM,45.37,54.63,42.84,32.79,15.03,1.43
20190122,NM,45.37,54.63,42.79,32.79,15.03,1.43
20190115,NM,39.57,60.43,43.5,32.79,19.67,14.17
20190108,NM,39.57,60.43,44.65,33.28,19.67,14.17
20190101,NM,37.99,62.01,44.71,35.03,19.67,14.17
20190430,NV,100,0,0,0,0,0
20190423,NV,100,0,0,0,0,0
20190416,NV,99.98,0.02,0,0,0,0
20190409,NV,98.94,1.06,0,0,0,0
20190402,NV,89.94,10.06,0,0,0,0
20190326,NV,89.94,10.06,0,0,0,0
20190319,NV,69.13,30.87,3.65,0,0,0
20190312,NV,68.06,31.94,3.65,0,0,0
20190305,NV,32.5,67.5,31.98,0,0,0
20190226,NV,32.47,67.53,31.98,0,0,0
20190219,NV,17.87,82.13,55.87,1.73,0,0
20190212,NV,13.14,86.86,56.1,2.11,0,0
20190205,NV,13.14,86.86,56.1,1.67,0,0
20190129,NV,11.05,88.95,59.12,1.67,0,0
20190122,NV,0.71,99.29,70.57,12.57,0,0
20190115,NV,0.71,99.29,81.09,12.84,0,0
20190108,NV,0.71,99.29,81.09,12.84,0,0
20190101,NV,0.71,99.29,81.09,12.84,0,0
20190430,OR,82.7,17.3,0,0,0,0
20190423,OR,82.7,17.3,0,0,0,0
20190416,OR,76.65,23.35,0,0,0,0
20190409,OR,43.21,56.79,0,0,0,0
20190402,OR,17.71,82.29,39.91,0,0,0
20190326,OR,17.71,82.29,39.91,0,0,0
20190319,OR,17.71,82.29,39.91,0,0,0
20190312,OR,20.67,79.33,40.23,1.58,0,0
20190305,OR,15.93,84.07,63.89,25.91,0,0
20190226,OR,14.64,85.36,68.86,31.54,0,0
20190219,OR,2.12,97.88,80.91,56.97,7.13,0
20190212,OR,0,100,88.06,62.67,11.54,0
20190205,OR,0,100,90.93,74.11,11.54,0
20190129,OR,0,100,90.91,74.11,11.52,0
20190122,OR,0,100,90.9,78.16,12.13,0
20190115,OR,0,100,91.78,78.16,23.39,0
20190108,OR,0,100,91.78,78.16,23.39,0
20190101,OR,0,100,91.78,78.16,23.39,0
20190430,TX,87.27,12.73,1.46,0,0,0
20190423,TX,79.75,20.25,1.29,0,0,0
20190416,TX,74.85,25.15,5.22,0,0,0
20190409,TX,61.2,38.8,7.83,0,0,0
20190402,TX,54.27,45.73,12.2,2.61,0,0
20190326,TX,61.92,38.08,11.44,2.38,0,0
20190319,TX,69.05,30.95,9.67,0.9,0,0
20190312,TX,52.86,47.14,14.69,0,0,0
20190305,TX,45.94,54.06,19.92,0,0,0
20190226,TX,48.21,51.79,16.33,0,0,0
20190219,TX,59.54,40.46,6.63,0,0,0
20190212,TX,64.76,35.24,3.06,0,0,0
20190205,TX,81.97,18.03,1.81,0,0,0
20190129,TX,90.22,9.78,1.15,0,0,0
20190122,TX,90.39,9.61,2.45,0,0,0
20190115,TX,91.82,8.18,1.6,0,0,0
20190108,TX,92.71,7.29,1.51,0,0,0
20190101,TX,92.99,7.01,1.32,0,0,0
20190430,UT,97.55,2.45,0.44,0,0,0
20190423,UT,95.34,4.66,1.31,0,0,0
20190416,UT,81.91,18.09,1.49,0,0,0
20190409,UT,63.36,36.64,3.23,0,0,0
20190402,UT,62.94,37.06,3.24,0,0,0
20190326,UT,62.94,37.06,3.24,0,0,0
20190319,UT,12.54,87.46,8.93,0,0,0
20190312,UT,7.06,92.94,10.8,0,0,0
20190305,UT,2.43,97.57,64.56,1.54,0,0
20190226,UT,2.43,97.57,64.41,3.98,0,0
20190219,UT,0,100,93.49,16.75,0.64,0
20190212,UT,0,100,93.8,19.73,1.79,0
20190205,UT,0,100,96.1,20.95,1.79,0
20190129,UT,0,100,96.1,20.95,1.79,0
20190122,UT,0,100,96.12,37.16,1.79,0
20190115,UT,0,100,100,73.31,5.38,1.8
20190108,UT,0,100,99.96,73.31,5.38,1.8
20190101,UT,0,100,99.96,73.31,7.7,1.8
20190430,WA,31.47,68.53,10.41,0,0,0
20190423,WA,31.47,68.53,10.41,0,0,0
20190416,WA,29.18,70.82,11.34,0,0,0
20190409,WA,26.28,73.72,13.16,0,0,0
20190402,WA,26.06,73.94,13.16,0,0,0
20190326,WA,26.06,73.94,8,0,0,0
20190319,WA,26.92,73.08,3.85,0,0,0
20190312,WA,64.5,35.5,3.85,0,0,0
20190305,WA,51.23,48.77,4.15,0,0,0
20190226,WA,51.23,48.77,4.15,0,0,0
20190219,WA,46.79,53.21,9.97,0.04,0,0
20190212,WA,41.22,58.78,10.68,0.04,0,0
20190205,WA,41.22,58.78,10.69,0.04,0,0
20190129,WA,41.2,58.8,10.73,0.04,0,0
20190122,WA,41.2,58.8,10.71,0.04,0,0
20190115,WA,34.21,65.79,23.18,0.04,0,0
20190108,WA,34.21,65.79,23.18,0.04,0,0
20190101,WA,27.71,72.29,23.18,0.04,0,0
20190430,WY,85.26,14.74,1.63,0,0,0
20190423,WY,79.21,20.79,2.03,0,0,0
20190416,WY,78.32,21.68,4.01,0,0,0
20190409,WY,68.5,31.5,4.84,0,0,0
20190402,WY,69.08,30.92,2.9,0,0,0
20190326,WY,69.08,30.92,2.9,0,0,0
20190319,WY,74.02,25.98,2.9,0,0,0
20190312,WY,43.29,56.71,2.9,0,0,0
20190305,WY,42.62,57.38,2.9,0,0,0
20190226,WY,42.62,57.38,6.99,0,0,0
20190219,WY,42.62,57.38,16.75,0,0,0
20190212,WY,40.52,59.48,16.75,0,0,0
20190205,WY,46.51,53.49,16.75,0,0,0
20190129,WY,48.12,51.88,16.75,0.32,0,0
20190122,WY,48.12,51.88,16.73,0.32,0,0
20190115,WY,48.12,51.88,16.73,3.27,0,0
20190108,WY,58.34,41.66,13.41,3.27,0,0
20190101,WY,63.17,36.83,13.41,3.27,0,0
